panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"reputation-bar","ReputationWatchBar","Frame","","0","0","1024","11","BOTTOM","MainMenuBar","TOP","0","-3","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","",""
"reputation-bar","ReputationWatchStatusBar","StatusBar","ReputationWatchBar","0","0","1024","8","TOP","","","","","Interface\TargetingFrame\UI-StatusBar.blp","","","","","ARTWORK","","","","","","","","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","interface.MPQ:Interface\TargetingFrame\UI-StatusBar.blp",""
"reputation-bar","ReputationWatchBarTexture0","Texture","ReputationWatchStatusBar","0","-2","256","11","TOPLEFT","","","0","2","Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp","","","","","OVERLAY","","","","","","","0|0|1.0|0.171875","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp",""
"reputation-bar","ReputationWatchBarTexture1","Texture","ReputationWatchStatusBar","256","-2","256","11","LEFT","ReputationWatchBarTexture0","RIGHT","","","Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp","","","","","OVERLAY","","","","","","","0|0.171875|1.0|0.34375","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp",""
"reputation-bar","ReputationWatchBarTexture2","Texture","ReputationWatchStatusBar","512","-2","256","11","LEFT","ReputationWatchBarTexture1","RIGHT","","","Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp","","","","","OVERLAY","","","","","","","0|0.34375|1.0|0.515625","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp",""
"reputation-bar","ReputationWatchBarTexture3","Texture","ReputationWatchStatusBar","768","-2","256","11","LEFT","ReputationWatchBarTexture2","RIGHT","","","Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp","","","","","OVERLAY","","","","","","","0|0.515625|1.0|0.6875","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\PaperDollInfoFrame\UI-ReputationWatchBar.blp",""
"reputation-bar","ReputationXPBarTexture0","Texture","ReputationWatchStatusBar","0","0","256","10","TOPLEFT","","","0","0","Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp","","","","","OVERLAY","","","","","","","0|0.79296875|1.0|0.83203125","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp",""
"reputation-bar","ReputationXPBarTexture1","Texture","ReputationWatchStatusBar","256","0","256","10","LEFT","ReputationXPBarTexture0","RIGHT","","","Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp","","","","","OVERLAY","","","","","","","0|0.54296875|1.0|0.58203125","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp",""
"reputation-bar","ReputationXPBarTexture2","Texture","ReputationWatchStatusBar","512","0","256","10","LEFT","ReputationXPBarTexture1","RIGHT","","","Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp","","","","","OVERLAY","","","","","","","0|0.29296875|1.0|0.33203125","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp",""
"reputation-bar","ReputationXPBarTexture3","Texture","ReputationWatchStatusBar","768","0","256","10","LEFT","ReputationXPBarTexture2","RIGHT","","","Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp","","","","","OVERLAY","","","","","","","0|0.04296875|1.0|0.08203125","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","patch.MPQ:Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp",""
"reputation-bar","ReputationWatchStatusBarBackground","Texture","ReputationWatchStatusBar","0","0","1024","8","","","","","","","","","","","BACKGROUND","","","","","","","","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","",""
"reputation-bar","ReputationWatchBarOverlayFrame","Frame","ReputationWatchBar","0","0","1024","11","","","","","","","","","","","","DIALOG","","","","","","","patch.MPQ:Interface\FrameXML\ReputationFrame.xml","",""
